dates,wind_eastward_mean,wind_eastward_mean_selection,temperature_mean_selection,wind_eastward_mean_cos,SSW_flag,t_delta
2007-01-08,34.68167563479933,56.62190680864434,217.83543387379802,17.34083781739967,False,-45
2007-01-09,37.39545630734575,48.35767571567723,210.0985158555222,18.69772815367288,False,-44
2007-01-10,38.0115137185105,50.06659636638245,209.57629239053796,19.005756859255253,False,-43
2007-01-11,37.52853033722032,48.14607567252339,209.11163529943278,18.764265168610162,False,-42
2007-01-12,36.98807523098041,47.391248258146035,206.96062926864232,18.494037615490207,False,-41
2007-01-13,37.353491019108425,49.69828608848573,204.34688172997517,18.676745509554216,False,-40
2007-01-14,37.98658889246185,52.71596352299822,202.0569140126929,18.99329444623093,False,-39
2007-01-15,38.419494223411064,43.855735457588494,201.0673866926257,19.209747111705536,False,-38
2007-01-16,39.137371523874506,42.523067448228794,200.16317030024626,19.568685761937257,False,-37
2007-01-17,38.69179187056645,44.49184809626402,199.6666798993716,19.345895935283227,False,-36
2007-01-18,38.42275409467734,49.8254480388725,200.4053880336067,19.211377047338672,False,-35
2007-01-19,37.56806433679482,49.1685708313499,204.71111201510325,18.784032168397413,False,-34
2007-01-20,37.76943624395225,47.47368393300972,202.1247156439683,18.884718121976128,False,-33
2007-01-21,36.24398515955207,52.7427353455555,205.4968622733135,18.121992579776038,False,-32
2007-01-22,32.78991690919714,63.351478089626006,212.7954232161207,16.394958454598573,False,-31
2007-01-23,29.583092552193538,64.6559608049672,213.58480434054783,14.791546276096772,False,-30
2007-01-24,29.4317704315171,48.66534133707087,210.42029309887104,14.715885215758554,False,-29
2007-01-25,29.806792312040294,53.47154815422981,212.8941903309134,14.90339615602015,False,-28
2007-01-26,28.444361940966935,73.46786160803595,211.0466387395163,14.222180970483471,False,-27
2007-01-27,24.747948335922604,73.34712758738952,211.20951975446891,12.373974167961306,False,-26
2007-01-28,21.68082207500355,65.78924520308793,210.6008972901535,10.840411037501777,False,-25
2007-01-29,24.635424459405517,64.07423316346647,206.20182236328048,12.317712229702762,False,-24
2007-01-30,28.928245708192428,56.895632287927334,210.97405706183307,14.464122854096217,False,-23
2007-01-31,32.04619142366158,46.27810582834778,210.26421338041874,16.023095711830795,False,-22
2007-02-01,34.919744215966375,46.42810207364983,207.8001996072578,17.45987210798319,False,-21
2007-02-02,34.63134307048761,52.04012224003751,212.70807151755434,17.31567153524381,False,-20
2007-02-03,31.74928420885364,64.02368473168643,219.49693879387166,15.874642104426824,False,-19
2007-02-04,22.73282603629872,98.78862109403502,230.27943214769374,11.366413018149363,False,-18
2007-02-05,13.67281956066553,85.37016631770554,236.3236671555559,6.836409780332767,False,-17
2007-02-06,14.436808781835937,82.70521732093387,232.0848625506755,7.2184043909179705,False,-16
2007-02-07,21.521346735720137,91.11155277687786,230.66603537553058,10.76067336786007,False,-15
2007-02-08,26.508957072788032,87.01829086853681,223.60823107767985,13.25447853639402,False,-14
2007-02-09,28.57626497982864,77.71758134550178,212.93274473221422,14.288132489914323,False,-13
2007-02-10,29.32156055162738,63.23298206545986,214.9577033496206,14.660780275813693,False,-12
