dates,wind_eastward_mean,wind_eastward_mean_selection,temperature_mean_selection,wind_eastward_mean_cos,SSW_flag,t_delta
2002-12-03,22.557897625493876,59.989771797675694,198.03627074284435,11.27894881274694,False,-45
2002-12-04,25.191562049806656,52.72324963184003,198.058990816054,12.595781024903332,False,-44
2002-12-05,25.42460885313055,57.07630422934624,200.50365057851488,12.712304426565279,False,-43
2002-12-06,24.73199747437725,53.88493807551494,199.95731045538417,12.365998737188628,False,-42
2002-12-07,23.418844954242118,50.85228457432992,201.73769399232475,11.70942247712106,False,-41
2002-12-08,23.79578957284949,46.616329356569835,204.24070944740743,11.897894786424747,False,-40
2002-12-09,26.77240982242639,40.927460092998565,199.95192865952615,13.386204911213198,False,-39
2002-12-10,29.74071417210789,34.70439957933093,195.70854133792344,14.870357086053948,False,-38
2002-12-11,31.382270647415922,19.558312482476207,194.8657751071295,15.691135323707964,False,-37
2002-12-12,32.12050315817437,18.04246530255804,199.38940410724905,16.06025157908719,False,-36
2002-12-13,31.966076169933913,24.503039502835346,201.25332897017995,15.98303808496696,False,-35
2002-12-14,33.336823296177826,35.413322825300824,201.06656639524402,16.668411648088917,False,-34
2002-12-15,33.08069619693908,38.13275778149455,198.03509694948815,16.540348098469543,False,-33
2002-12-16,31.872305215344984,51.90180396133178,202.9349589720051,15.936152607672495,False,-32
2002-12-17,30.270777307436003,56.902548201862615,203.7638998182177,15.135388653718005,False,-31
2002-12-18,28.303082162679463,64.36222797369138,201.72109326119627,14.151541081339735,False,-30
2002-12-19,25.824777254975768,70.86209331518253,203.1189814226817,12.912388627487887,False,-29
2002-12-20,25.483253737116154,70.10460722829478,205.57737405817232,12.74162686855808,False,-28
2002-12-21,25.58699210801343,78.85821916062915,205.99786706815902,12.793496054006718,False,-27
2002-12-22,27.506240769051928,77.49038263515084,204.2694665359046,13.753120384525968,False,-26
2002-12-23,30.916376717679064,63.22509018313467,199.3854082872049,15.458188358839536,False,-25
2002-12-24,31.920868454065236,58.731799024225346,198.85499288189237,15.960434227032621,False,-24
2002-12-25,34.16397273695101,37.96992250375301,197.62497838859002,17.08198636847551,False,-23
2002-12-26,33.88606979551296,21.157722749018784,199.7976571599787,16.943034897756483,False,-22
2002-12-27,32.920906732996386,17.74321320176695,206.65136442482628,16.460453366498196,False,-21
2002-12-28,30.166703091868822,15.994462944529316,213.12040399021646,15.083351545934415,False,-20
2002-12-29,24.246167956199166,23.902852597132654,236.805942180492,12.123083978099586,False,-19
2002-12-30,18.28318364546189,27.995895753938022,254.1218550766662,9.141591822730947,False,-18
2002-12-31,14.298763256340662,27.82146664480619,255.42837195510586,7.149381628170333,False,-17
2003-01-01,12.900050840691446,39.65910503512467,245.13566488522375,6.450025420345725,False,-16
2003-01-02,19.179447532489135,70.23531968437582,244.88763589871084,9.58972376624457,False,-15
2003-01-03,21.059735268079848,75.64216773735,238.55073550506637,10.529867634039926,False,-14
2003-01-04,20.22725656810421,81.28028664464674,242.73413842150168,10.113628284052107,False,-13
2003-01-05,17.238044341263734,80.26953676058137,239.52868912079384,8.619022170631869,False,-12
2003-01-06,16.049775616883558,76.27075868860683,236.33024268992125,8.02488780844178,False,-11
2003-01-07,17.3100513479449,64.33040803877257,222.45106985560668,8.655025673972451,False,-10
2003-01-08,19.656838548074425,71.744604318224,217.84510090657253,9.828419274037214,False,-9
2003-01-09,19.239745265525684,65.91349607534623,220.34400426562422,9.619872632762844,False,-8
2003-01-10,20.78269547827317,61.169044499409914,220.32859005879942,10.391347739136586,False,-7
2003-01-11,23.116038190721753,73.09849122654332,220.71957230819905,11.558019095360878,False,-6
2003-01-12,24.531409993757705,76.98454494948503,214.27680135544176,12.265704996878856,False,-5
2003-01-13,28.676262337465843,60.40842858285802,210.37414468740778,14.338131168732925,False,-4
2003-01-14,29.598099647452678,44.190088766333375,217.05574609277025,14.799049823726342,False,-3
2003-01-15,22.16744369730569,52.12309638021975,239.02509697305868,11.083721848652846,False,-2
2003-01-16,4.918463499175658,51.17687819917585,248.77173254280157,2.4592317495878295,False,-1
2003-01-17,-4.638702941061794,57.727477069900324,246.2123877375685,-2.3193514705308975,True,0
2003-01-18,-7.103836909899784,52.08274513540997,240.17501725657908,-3.551918454949893,False,1
2003-01-19,-2.009953424979394,51.01685303731558,230.89530064294087,-1.0049767124896973,False,2
2003-01-20,2.6656241364689124,45.37168359975389,224.85397932458835,1.3328120682344564,False,3
2003-01-21,8.921302715885652,58.61261309136979,224.94388654867575,4.460651357942827,False,4
2003-01-22,17.577647149831375,66.36329971379914,224.25260289120467,8.788823574915689,False,5
2003-01-23,22.276558506769174,60.13184250657017,223.2709144398561,11.138279253384589,False,6
2003-01-24,22.663687682120855,48.435483954209516,224.26396653491133,11.33184384106043,False,7
2003-01-25,15.49416314553073,10.33813717864867,236.35900529516232,7.747081572765366,False,8
2003-01-26,14.884104156863074,15.837567612333176,237.72386895456057,7.442052078431539,False,9
2003-01-27,21.00368236503354,38.29889115931226,225.72639465893175,10.501841182516772,False,10
2003-01-28,19.650413243829878,52.48284169414309,229.50159671952196,9.82520662191494,False,11
2003-01-29,17.62994811994194,52.758939786236006,217.32310320372338,8.814974059970972,False,12
2003-01-30,16.316024618989797,46.387599385469215,221.12973797360283,8.1580123094949,False,13
2003-01-31,18.663621605559722,54.41955000164144,217.15138860869024,9.331810802779863,False,14
2003-02-01,22.74174814726014,61.39462781380518,225.19443965770589,11.370874073630072,False,15
2003-02-02,25.63171902002035,59.31170934527591,226.37475592702702,12.815859510010178,False,16
2003-02-03,24.228615263759707,78.09358158122923,223.3457813226092,12.114307631879857,False,17
2003-02-04,19.17126581134074,59.49085002594517,228.2498810531721,9.585632905670371,False,18
2003-02-05,16.777020885229998,53.333616897471785,223.22691076867574,8.388510442615,False,19
2003-02-06,18.30511757433199,56.7891339441404,220.6054436078311,9.152558787165997,False,20
2003-02-07,22.470000819934604,51.88442162776694,218.66263652131684,11.235000409967304,False,21
2003-02-08,24.33770590672785,43.87787984381438,215.47071045737053,12.16885295336393,False,22
2003-02-09,26.338196119408064,47.93392033700978,217.180057429285,13.169098059704035,False,23
2003-02-10,25.83163286206833,53.924498449388075,219.9591596059971,12.915816431034168,False,24
2003-02-11,23.47701752744704,66.32432828636819,221.59997419025177,11.738508763723521,False,25
2003-02-12,22.005570265969116,69.54737975878864,223.68614532489096,11.00278513298456,False,26
2003-02-13,18.671998568122383,73.39624572066714,227.08377336995088,9.335999284061193,False,27
2003-02-14,11.731113303687362,53.50397386263199,229.96867863175422,5.865556651843682,False,28
2003-02-15,3.9908559660342187,39.42562983840423,231.2412713544859,1.9954279830171098,False,29
2003-02-16,0.7718803769278685,24.841936112705596,227.9643046833028,0.38594018846393435,False,30
2003-02-17,-1.548212592001046,22.399743487406734,227.00480500028968,-0.7741062960005233,True,31
2003-02-18,-6.3681261480682245,17.90202681666047,225.65393944199332,-3.184063074034113,False,32
2003-02-19,-8.57433817739809,18.839175222494827,228.23441422509774,-4.287169088699046,False,33
2003-02-20,-2.8550246392518446,30.722734608261966,228.47322982493074,-1.4275123196259225,False,34
2003-02-21,6.818191042085752,47.31313713287207,221.95262610302606,3.409095521042877,False,35
