dates,wind_eastward_mean,wind_eastward_mean_selection,temperature_mean_selection,wind_eastward_mean_cos,SSW_flag,t_delta
2006-01-02,27.12338084875739,62.64913421676729,210.3913327395793,13.561690424378698,False,-20
2006-01-03,20.463544943784324,83.25771639186138,231.816809056896,10.231772471892164,False,-19
2006-01-04,10.40493937860589,52.88293825287621,235.95932059444104,5.202469689302946,False,-18
2006-01-05,8.993561909393582,67.65334482778638,229.36742526419607,4.496780954696792,False,-17
2006-01-06,9.185239829717196,68.13589388842438,222.95934402145429,4.592619914858599,False,-16
2006-01-07,12.94047824476927,74.05966864721853,218.66305112583927,6.470239122384637,False,-15
2006-01-08,12.009557554731082,71.4887491567008,225.99067724607232,6.0047787773655426,False,-14
2006-01-09,7.4490748268827005,60.88769637046103,234.50080426621133,3.724537413441351,False,-13
2006-01-10,5.215974995708005,57.333640170495485,237.87984045995935,2.607987497854003,False,-12
2006-01-11,3.633966634607984,54.628407237078854,244.5852122416972,1.8169833173039924,False,-11
2006-01-12,-0.2465368896824401,45.5142422928433,244.31888294256933,-0.12326844484122008,True,-10
2006-01-13,0.6747299318932263,47.33555075175723,237.21413370030902,0.3373649659466132,False,-9
2006-01-14,-1.1297288110792503,37.04344244204267,240.57536142037898,-0.5648644055396252,True,-8
2006-01-15,-2.510146235024502,33.57720657012643,234.46851858344203,-1.2550731175122511,False,-7
2006-01-16,-5.103906663757452,28.547704916176112,230.19758064279685,-2.5519533318787264,False,-6
2006-01-17,-4.55253934063677,27.521221748584,230.88236727341192,-2.2762696703183853,False,-5
2006-01-18,-3.7521236129516593,27.835483570130016,230.96981742463873,-1.87606180647583,False,-4
2006-01-19,1.9715273238015723,34.97768755554259,229.35820720950213,0.9857636619007863,False,-3
2006-01-20,8.765878894519819,44.87171855146864,224.77703772176346,4.38293944725991,False,-2
2006-01-21,5.34776112044655,24.05528876340945,243.1370622996228,2.6738805602232754,False,-1
2006-01-22,-12.10035330660255,-20.268500761101247,259.80102337615193,-6.050176653301277,True,0
2006-01-23,-19.952589571275215,-10.324930955867448,254.04865043128703,-9.97629478563761,False,1
2006-01-24,-27.95049739242941,-23.867956318238086,249.90979734367835,-13.975248696214708,False,2
2006-01-25,-27.966619169772724,-16.931799452381693,245.64840973545594,-13.983309584886365,False,3
2006-01-26,-23.737173789265594,-3.4114905956379054,246.17340005968902,-11.868586894632799,False,4
2006-01-27,-18.715734316844724,7.652894770183673,244.27728542045963,-9.357867158422364,False,5
2006-01-28,-12.554865393844103,24.13543596066923,239.92765367425363,-6.2774326969220535,False,6
2006-01-29,-11.210073560966512,23.2815814088,236.23526854874308,-5.605036780483257,False,7
2006-01-30,-10.044774742337252,23.417745826231492,232.58180999256413,-5.022387371168627,False,8
2006-01-31,-7.7183898920862495,24.491142784703356,226.56095070170602,-3.8591949460431256,False,9
2006-02-01,-6.087937513643033,24.44520496221349,224.6445238357974,-3.0439687568215175,False,10
2006-02-02,-4.939918872924212,21.84164101175794,222.57023873807577,-2.4699594364621063,False,11
2006-02-03,-6.103935494881786,11.355348646536786,222.42197497263675,-3.051967747440894,False,12
2006-02-04,-6.226991686994755,7.12558577994017,220.41927726560147,-3.1134958434973785,False,13
2006-02-05,-5.800259612694168,2.3903217685018348,218.96344886474645,-2.9001298063470844,False,14
2006-02-06,-4.5154067348752776,0.7710387662960599,216.5896444634927,-2.257703367437639,False,15
2006-02-07,-3.7135515194524675,1.18131568495825,215.4267920835381,-1.8567757597262342,False,16
2006-02-08,-3.454533450996186,1.5505346230800512,214.25625784988358,-1.7272667254980933,False,17
2006-02-09,-3.2075489844751712,0.519003343126415,212.17487821950505,-1.603774492237586,False,18
2006-02-10,-3.3026362075107065,-3.1937318554030023,212.6882706505982,-1.6513181037553537,False,19
2006-02-11,-3.689036091736121,-1.7078368088298732,211.22634836955694,-1.844518045868061,False,20
