dates,wind_eastward_mean,wind_eastward_mean_selection,temperature_mean_selection,wind_eastward_mean_cos,temperate_mean_cos,SSW_,SSW_flag
2002-12-19,23.32573507219124,79.70450169388066,207.1209670937323,11.662867536095622,103.56048354686618,False,False
2002-12-20,22.631023043590876,77.68539907905321,206.9896439819642,11.31551152179544,103.49482199098213,False,False
2002-12-21,22.457545870640512,83.76762607123274,213.31567050037017,11.228772935320258,106.65783525018512,False,False
2002-12-22,21.957445753793735,90.50129588689461,208.390502619247,10.97872287689687,104.19525130962353,False,False
2002-12-23,22.145953582138755,77.46816458437885,201.70369787701887,11.07297679106938,100.85184893850946,False,False
2002-12-24,22.838840842743217,69.66737658087507,200.68107206689834,11.41942042137161,100.3405360334492,False,False
2002-12-25,23.08562825800328,51.523656517939095,197.74935484709246,11.542814129001641,98.87467742354626,False,False
2002-12-26,22.961031065394252,33.477632025682205,199.8932997638786,11.480515532697128,99.94664988193932,False,False
2002-12-27,23.003419084059892,27.04390429427975,204.34560275627805,11.501709542029948,102.17280137813906,False,False
2002-12-28,22.387222132356026,25.017685646689408,210.13843203486408,11.193611066178015,105.06921601743207,False,False
2002-12-29,19.974627843346223,31.795667754281503,233.36338637096335,9.987313921673113,116.6816931854817,False,False
2002-12-30,17.154272824626208,43.56347459375693,254.39544173841801,8.577136412313106,127.19772086920904,False,False
2002-12-31,14.633848449463219,45.13257285100595,249.55078333181388,7.316924224731611,124.77539166590697,False,False
2003-01-01,13.560361744163018,45.129340660300464,244.39178347168485,6.780180872081511,122.19589173584245,False,False
2003-01-02,15.872201901271524,64.46808503843219,245.2298392124401,7.936100950635764,122.61491960622008,False,False
2003-01-03,18.026668335006608,91.85474967876794,247.6123272651999,9.013334167503306,123.80616363259998,False,False
2003-01-04,18.354321819398756,90.72757530233358,245.68134219173126,9.17716090969938,122.84067109586566,False,False
2003-01-05,16.504728616950853,79.99552918764587,246.23718563657968,8.252364308475428,123.11859281828987,False,False
2003-01-06,16.51040278472155,80.89535544042414,237.79177285627412,8.255201392360776,118.89588642813709,False,False
2003-01-07,15.812169735750553,62.26573806344628,229.78215764386314,7.906084867875278,114.8910788219316,False,False
2003-01-08,17.736122744776864,68.56736303278852,218.27907027544757,8.868061372388434,109.13953513772381,False,False
2003-01-09,17.878146290281787,68.32539185279548,223.3748286839237,8.939073145140895,111.68741434196188,False,False
2003-01-10,17.70917001223006,56.73394793520231,226.30547151116693,8.854585006115032,113.15273575558349,False,False
2003-01-11,18.815338345745538,71.29619216801359,223.10247872090355,9.40766917287277,111.5512393604518,False,False
2003-01-12,16.84927184684071,76.72687207249446,219.79121950094307,8.424635923420357,109.89560975047156,False,False
2003-01-13,17.71918061480256,67.85403939692833,210.4899061123841,8.859590307401282,105.24495305619207,False,False
2003-01-14,18.680495763796607,51.23945833034194,218.50528821627807,9.340247881898305,109.25264410813907,False,False
2003-01-15,16.686661502475232,59.99376865802176,232.69433055902041,8.343330751237618,116.34716527951024,False,False
2003-01-16,7.776313886496067,65.98002043909125,247.27736866930104,3.8881569432480343,123.63868433465055,False,False
2003-01-17,0.32768967821691297,67.85677633260636,244.47896941749758,0.1638448391084565,122.23948470874882,False,False
2003-01-18,-0.9430079611739326,58.607575902228234,242.24649673032337,-0.4715039805869664,121.12324836516171,True,True
2003-01-19,0.09580364562503756,57.4690106601624,238.9322693259895,0.04790182281251879,119.46613466299478,False,False
2003-01-20,3.943560093318508,55.93781244554075,225.89593825465857,1.9717800466592545,112.94796912732932,False,False
2003-01-21,5.808512883372286,58.043636822281016,225.53981054915025,2.9042564416861434,112.76990527457515,False,False
2003-01-22,9.507260335436744,77.69235871549168,223.77470484606673,4.753630167718373,111.88735242303339,False,False
2003-01-23,10.893640060188007,69.70074113009312,221.45766300422727,5.446820030094004,110.72883150211366,False,False
2003-01-24,11.089929705280218,71.51175843522707,221.56469178344696,5.54496485264011,110.78234589172351,False,False
2003-01-25,8.779509517197795,35.606420596063955,226.45109912593966,4.389754758598898,113.22554956296986,False,False
2003-01-26,6.475034156023884,17.96473273464327,239.84471936622938,3.237517078011943,119.92235968311472,False,False
2003-01-27,10.975408370510467,43.778519539888876,229.53643271447882,5.487704185255234,114.76821635723944,False,False
2003-01-28,10.929924247813528,57.130230155328846,227.37853002340225,5.464962123906765,113.68926501170115,False,False
