wind_eastward_mean,wind_eastward_mean_selection,dates,temperature_mean_selection,wind_eastward_mean_cos,temperate_mean_cos,SSW_flag
18.089571351334122,50.92289083922642,2012-12-08,204.14310042446905,9.044785675667063,102.07155021223456,False
19.67416954524051,48.46314760995065,2012-12-09,201.89302088741695,9.837084772620257,100.9465104437085,False
22.08631703099496,39.41267301667632,2012-12-10,199.4962702264536,11.043158515497481,99.74813511322682,False
23.90729288732847,35.85032108539668,2012-12-11,199.89161537154925,11.953646443664237,99.94580768577465,False
25.298670741804486,33.553884291016196,2012-12-12,199.18571701075413,12.649335370902246,99.5928585053771,False
25.85461770529909,35.600826545449,2012-12-13,198.2103719661621,12.92730885264955,99.10518598308109,False
26.367869015363652,37.965766224575354,2012-12-14,197.94378677499017,13.18393450768183,98.97189338749511,False
26.288762707844217,45.07258294233364,2012-12-15,199.0893195496495,13.144381353922112,99.54465977482478,False
26.07068731690484,37.418130168556125,2012-12-16,197.51277715366814,13.035343658452424,98.7563885768341,False
25.62249062110678,35.067089625465165,2012-12-17,199.15650797362198,12.811245310553394,99.57825398681102,False
24.104351661824865,35.69709404818325,2012-12-18,200.90589547277128,12.052175830912436,100.45294773638567,False
24.673014597588818,47.59051408009656,2012-12-19,201.7694840168728,12.336507298794412,100.88474200843643,False
23.537329859831402,58.3233394260133,2012-12-20,198.7203843307035,11.768664929915703,99.36019216535178,False
19.864645087942506,70.89732913946597,2012-12-21,199.6017949281603,9.932322543971255,99.80089746408018,False
16.361773684244387,64.5505562188586,2012-12-22,199.32201877795575,8.180886842122195,99.6610093889779,False
13.76663186681317,64.51685165532483,2012-12-23,194.39632778485844,6.883315933406587,97.19816389242925,False
9.01824783521538,70.79094858496747,2012-12-24,193.52229689328175,4.509123917607691,96.7611484466409,False
3.327365035163841,66.14121642397454,2012-12-25,195.85070740389205,1.663682517581921,97.92535370194605,False
4.713138589863172,57.87834832134504,2012-12-26,199.00753594313903,2.3565692949315866,99.50376797156954,False
8.887010299866288,55.627445500465484,2012-12-27,199.380096087193,4.443505149933145,99.69004804359653,False
15.153639046512055,59.65250741080235,2012-12-28,197.5002091623314,7.576819523256029,98.75010458116573,False
19.883331517200745,55.747354996092874,2012-12-29,197.84691063026085,9.941665758600374,98.92345531513045,False
20.869836141044665,67.80320645675879,2012-12-30,196.49484114869927,10.434918070522334,98.24742057434966,False
21.48920577427055,65.06911514767545,2012-12-31,197.9391968440644,10.744602887135276,98.96959842203223,False
26.29428086351279,45.58404085976197,2013-01-01,200.1742962996002,13.147140431756398,100.08714814980013,False
30.077725198637435,41.56682035062668,2013-01-02,205.20103918819515,15.03886259931872,102.6005195940976,False
30.694436298583742,55.81646365432212,2013-01-03,208.51688235364986,15.347218149291875,104.25844117682496,False
27.605488090168095,64.4680700628713,2013-01-04,221.03578443004633,13.80274404508405,110.5178922150232,False
18.033872432746826,71.53655478076443,2013-01-05,238.9876989661526,9.016936216373415,119.49384948307633,False
0.3895393699642905,41.93115944679901,2013-01-06,247.12637725395132,0.1947696849821453,123.56318862697569,False
-13.532426783419567,14.041062212155529,2013-01-07,245.43958952094346,-6.766213391709785,122.71979476047176,True
