dates,wind_eastward_mean,wind_eastward_mean_selection,temperature_mean_selection,wind_eastward_mean_cos,temperate_mean_cos,SSW_,SSW_flag
2010-01-07,28.341991119399484,25.884199482357786,190.961515223371,14.170995559699746,95.48075761168552,False,False
2010-01-08,28.957116526745715,22.81072498013193,193.4771175604492,14.478558263372861,96.73855878022462,False,False
2010-01-09,29.385935936219887,19.12245652645541,194.6998789159762,14.692967968109947,97.34993945798813,False,False
2010-01-10,29.180538927201734,21.121045156724556,193.32256984418328,14.59026946360087,96.66128492209167,False,False
2010-01-11,29.417330689714674,25.43635860726774,195.8797438656997,14.70866534485734,97.93987193284988,False,False
2010-01-12,28.968164808235393,33.467440198538256,197.63096176217056,14.4840824041177,98.8154808810853,False,False
2010-01-13,28.147873849778584,44.9580866850172,204.6981216844523,14.073936924889296,102.34906084222618,False,False
2010-01-14,27.871098370663102,65.14760100215506,207.74070657672985,13.935549185331555,103.87035328836495,False,False
2010-01-15,27.534005453554673,75.7421486815887,210.37288439394587,13.76700272677734,105.18644219697296,False,False
2010-01-16,28.505320593629403,70.30127694996389,203.86347725669617,14.252660296814705,101.93173862834811,False,False
2010-01-17,28.21455415698391,68.23723645790841,211.22149437017885,14.107277078491958,105.61074718508945,False,False
2010-01-18,28.114214293877524,67.12937702754479,211.62502129026262,14.057107146938765,105.81251064513134,False,False
2010-01-19,26.651019626271392,85.15496573340565,218.64646744158387,13.3255098131357,109.32323372079196,False,False
2010-01-20,23.618053430501714,92.30063559980225,231.61207207458096,11.809026715250859,115.80603603729051,False,False
2010-01-21,20.13655381258605,89.1303517727359,242.98731450223065,10.068276906293027,121.49365725111535,False,False
2010-01-22,14.929401630321438,89.18824447884002,243.34472183882303,7.464700815160721,121.67236091941155,False,False
2010-01-23,10.386674380241326,77.25510065835672,231.00462824481826,5.193337190120664,115.50231412240916,False,False
2010-01-24,5.032222674021413,54.472013960597266,230.8983193552606,2.516111337010707,115.44915967763033,False,False
2010-01-25,3.421570079205587,41.35888593812042,232.65064896038888,1.710785039602794,116.32532448019447,False,False
2010-01-26,0.5089854175656234,38.10175001887085,232.4915129193006,0.25449270878281177,116.24575645965032,False,False
2010-01-27,-0.7418379912497726,35.92101180271443,236.5697749258531,-0.37091899562488634,118.28488746292658,True,True
2010-01-28,-0.6574488948171209,44.74384978656165,235.80022531579132,-0.3287244474085605,117.90011265789569,False,False
2010-01-29,-3.5728112916987924,30.45071149603715,236.07898120841793,-1.7864056458493967,118.03949060420899,False,False
2010-01-30,-3.6430828618224957,39.024097342371306,231.45056179696138,-1.8215414309112483,115.72528089848072,False,False
2010-01-31,-4.1320236430506405,35.68407137115814,232.48195844419593,-2.0660118215253207,116.24097922209799,False,False
2010-02-01,-2.2265519230313244,33.408635180541445,231.2231715088194,-1.1132759615156624,115.61158575440973,False,False
2010-02-02,-0.10921390942469948,38.48700629812298,229.36386909861363,-0.054606954712349755,114.68193454930685,False,False
2010-02-03,-0.046982449132678294,40.387664763226354,231.4662127890531,-0.023491224566339154,115.73310639452657,False,False
2010-02-04,-0.4528140264552647,27.881406611760873,224.7343830687809,-0.2264070132276324,112.36719153439047,False,False
2010-02-05,0.2562455442562745,29.921283871687347,223.95151627738935,0.12812277212813727,111.9757581386947,False,False
2010-02-06,-1.3198541825036978,11.908154739675123,231.9111123744029,-0.659927091251849,115.95555618720148,True,True
2010-02-07,-2.135985616431664,25.469280033566484,232.1478394604299,-1.0679928082158323,116.07391973021498,False,False
2010-02-08,-1.1090984181884838,12.883051228194,226.45349046568106,-0.554549209094242,113.22674523284056,False,False
2010-02-09,-1.5396703101282074,8.239514024718286,229.0035479969528,-0.7698351550641039,114.50177399847642,False,False
2010-02-10,-1.058394426956562,7.422056502822066,224.03561587119512,-0.5291972134782811,112.01780793559759,False,False
2010-02-11,-1.3968743970366129,11.962398198208527,222.32111856683932,-0.6984371985183065,111.16055928341969,False,False
2010-02-12,-0.7546264973096076,9.193427339705499,220.45331586120682,-0.3773132486548039,110.22665793060344,False,False
2010-02-13,-0.5699075964553337,6.832546623825704,219.34977320919896,-0.2849537982276669,109.67488660459951,False,False
2010-02-14,-0.5763304812850848,0.20757225366324397,220.1731388473035,-0.28816524064254245,110.08656942365178,False,False
2010-02-15,-1.0557360018969062,-1.830219721937107,222.6093978378249,-0.5278680009484532,111.30469891891248,False,False
2010-02-16,-0.034631009149706835,3.9642901653449116,222.95013731874235,-0.01731550457485342,111.4750686593712,False,False
